date,repo,stars,stars_delta,forks,forks_delta,watchers,watchers_delta,open_issues,open_prs,latest_release,default_branch,notes
2026-06-01,dylanzhangzx/dknowc-official-doc-writer,0,,0,,0,,0,0,none,main,visibility=public; pushed_at=2026-05-27T08:02:17Z
